room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price
13641058,33387303,Entire home/apt,North Beach,20,5.0,2,1.0,160.0
18693653,83766360,Entire home/apt,Pacific Heights,3,4.5,2,0.0,169.0
16336481,18734738,Entire home/apt,Outer Mission,9,5.0,4,2.0,167.0
18843545,6597986,Entire home/apt,Mission,3,4.5,4,2.0,169.0
13884730,70722023,Entire home/apt,Chinatown,14,5.0,2,0.0,143.0
19486540,25969637,Entire home/apt,South of Market,1,0.0,4,1.0,150.0
17791724,35647558,Entire home/apt,Pacific Heights,4,4.5,2,0.0,145.0
4483550,23262043,Entire home/apt,Bernal Heights,1,0.0,4,1.0,178.0
19530207,11206373,Entire home/apt,Pacific Heights,0,0.0,2,1.0,180.0
16413291,3138524,Entire home/apt,Outer Sunset,6,5.0,5,2.0,140.0
5021,7191,Entire home/apt,Castro/Upper Market,4,4.5,3,2.0,135.0
2151566,6865818,Entire home/apt,Castro/Upper Market,13,4.5,2,1.0,124.0
8327231,43896737,Entire home/apt,Ocean View,0,0.0,3,1.0,125.0
1233002,6724127,Entire home/apt,Potrero Hill,14,4.5,2,1.0,125.0
6055808,31428535,Entire home/apt,Outer Sunset,5,4.5,3,1.0,125.0
5317789,5415942,Entire home/apt,Noe Valley,15,5.0,2,2.0,125.0
17734527,3941662,Entire home/apt,Inner Sunset,2,0.0,2,1.0,121.0
565650,2781254,Entire home/apt,Outer Sunset,1,0.0,4,1.0,128.0
267820,1404303,Entire home/apt,Twin Peaks,8,4.5,2,1.0,140.0
8595489,45234845,Entire home/apt,Outer Mission,2,0.0,2,1.0,125.0
4617719,8515925,Entire home/apt,Excelsior,193,5.0,6,2.0,139.0
18312297,67146613,Entire home/apt,Ocean View,15,5.0,6,2.0,139.0
19402841,1327083,Entire home/apt,Potrero Hill,0,0.0,2,0.0,135.0
479072,210275,Entire home/apt,Castro/Upper Market,129,4.5,2,0.0,129.0
1326577,1829037,Entire home/apt,Ocean View,180,5.0,2,1.0,125.0
18804992,130909810,Entire home/apt,Excelsior,2,0.0,4,2.0,135.0
12797906,498928,Entire home/apt,Inner Sunset,44,5.0,4,2.0,140.0
18692877,129951831,Entire home/apt,Western Addition,1,0.0,4,1.0,129.0
1898173,9859940,Entire home/apt,Outer Mission,42,4.5,3,1.0,129.0
819863,4306242,Entire home/apt,Inner Sunset,15,4.0,4,1.0,140.0
12093246,5091012,Entire home/apt,Outer Sunset,26,4.5,2,1.0,125.0
918162,1873094,Entire home/apt,Mission,17,5.0,2,0.0,135.0
4879936,12972287,Entire home/apt,Outer Mission,0,0.0,4,1.0,139.0
1144148,4284256,Entire home/apt,Haight Ashbury,28,5.0,2,1.0,140.0
14629029,5507265,Entire home/apt,Outer Richmond,6,5.0,3,2.0,125.0
6784423,35518646,Entire home/apt,Mission,2,0.0,2,2.0,125.0
6935174,12685102,Entire home/apt,Inner Sunset,27,4.5,4,1.0,124.0
15070065,4249288,Entire home/apt,Excelsior,7,5.0,4,1.0,120.0
13866653,1483039,Entire home/apt,Excelsior,70,4.5,4,1.0,120.0
18709064,118412894,Entire home/apt,Western Addition,7,5.0,3,1.0,125.0
18031372,118412894,Entire home/apt,Western Addition,4,5.0,6,1.0,125.0
238204,1248132,Entire home/apt,Parkside,132,4.5,4,1.0,135.0
16040602,311757,Entire home/apt,South of Market,0,0.0,4,2.0,125.0
16032247,6156446,Entire home/apt,South of Market,14,4.5,3,1.0,122.0
11436683,3275373,Entire home/apt,Chinatown,0,0.0,4,1.0,124.0
5919500,1650933,Entire home/apt,Presidio Heights,59,5.0,4,1.0,150.0
13141064,73249609,Entire home/apt,Western Addition,17,4.5,4,2.0,175.0
4549485,23587810,Entire home/apt,Russian Hill,33,5.0,2,1.0,175.0
6852699,3786490,Entire home/apt,Mission,23,5.0,2,1.0,149.0
2077982,10501924,Entire home/apt,Western Addition,97,4.5,4,2.0,145.0
16986063,61591315,Entire home/apt,Ocean View,0,0.0,6,2.0,169.0
17651864,51634045,Entire home/apt,Bernal Heights,1,0.0,2,2.0,150.0
3971090,2060012,Entire home/apt,Western Addition,86,4.5,6,2.0,158.0
6822070,35728196,Entire home/apt,Bernal Heights,35,5.0,3,1.0,153.0
9197404,7281723,Entire home/apt,Mission,49,5.0,2,1.0,180.0
3182798,4966974,Entire home/apt,North Beach,49,4.5,4,2.0,146.0
14325921,3838474,Entire home/apt,Western Addition,7,5.0,4,1.0,174.0
13443665,10786181,Entire home/apt,Ocean View,32,5.0,5,2.0,175.0
7601779,552112,Entire home/apt,Glen Park,112,4.5,4,1.0,157.0
4287481,357468,Entire home/apt,Outer Sunset,162,4.5,4,1.0,150.0
11122531,3697779,Entire home/apt,Noe Valley,112,5.0,3,0.0,145.0
10941493,56729760,Entire home/apt,Downtown/Civic Center,67,4.5,2,0.0,150.0
14040985,717331,Entire home/apt,Castro/Upper Market,37,5.0,3,1.0,150.0
2613882,13385124,Entire home/apt,Mission,0,0.0,2,1.0,139.0
9995426,2937937,Entire home/apt,Bernal Heights,17,5.0,3,1.0,130.0
6672905,16996371,Entire home/apt,Potrero Hill,0,0.0,2,1.0,140.0
1613321,8588103,Entire home/apt,Bernal Heights,14,4.0,2,1.0,130.0
16051540,104387283,Entire home/apt,Castro/Upper Market,0,0.0,2,0.0,125.0
7762483,1846665,Entire home/apt,Bernal Heights,0,0.0,2,1.0,140.0
5826030,15895741,Entire home/apt,Bernal Heights,0,0.0,4,1.0,135.0
2061134,10549239,Entire home/apt,Noe Valley,5,5.0,2,1.0,140.0
15150306,15542002,Entire home/apt,South of Market,0,0.0,4,1.0,140.0
9760253,43126477,Entire home/apt,Potrero Hill,60,5.0,4,0.0,138.0
9511842,1233696,Entire home/apt,South of Market,3,4.0,3,1.0,125.0
16309474,60568080,Entire home/apt,Potrero Hill,8,4.5,4,1.0,140.0
11792072,7025978,Entire home/apt,Excelsior,0,0.0,2,1.0,125.0
4494303,23312885,Entire home/apt,Excelsior,9,5.0,4,1.0,125.0
3281862,384389,Entire home/apt,Potrero Hill,5,4.5,3,1.0,140.0
18041410,118412894,Entire home/apt,Western Addition,2,0.0,2,1.0,125.0
10789518,14408401,Entire home/apt,South of Market,2,0.0,2,0.0,138.0
3780418,16440881,Entire home/apt,South of Market,205,5.0,2,0.0,125.0
9284412,47261559,Entire home/apt,Excelsior,196,5.0,3,1.0,130.0
6092596,31603026,Entire home/apt,Mission,238,5.0,2,1.0,129.0
18732664,2074140,Entire home/apt,Potrero Hill,7,5.0,2,1.0,130.0
3280443,5786376,Entire home/apt,Pacific Heights,0,0.0,2,1.0,135.0
13943674,82964671,Entire home/apt,Nob Hill,7,5.0,1,0.0,139.0
469810,2330989,Entire home/apt,Downtown/Civic Center,9,4.0,3,1.0,126.0
7133178,37361308,Entire home/apt,Downtown/Civic Center,0,0.0,2,0.0,125.0
1433011,4687340,Entire home/apt,Russian Hill,4,4.5,1,1.0,129.0
7744170,17310422,Entire home/apt,Downtown/Civic Center,1,0.0,2,0.0,130.0
9138781,47595716,Entire home/apt,Russian Hill,0,0.0,2,1.0,140.0
15849881,661691,Entire home/apt,Chinatown,2,0.0,2,0.0,138.0
12917824,70850382,Entire home/apt,South of Market,1,0.0,2,0.0,135.0
15756479,51434760,Entire home/apt,Inner Sunset,0,0.0,4,2.0,129.0
9754009,50307415,Entire home/apt,Noe Valley,26,5.0,2,1.0,125.0
8114865,34075270,Entire home/apt,Mission,0,0.0,2,1.0,130.0
8539905,1192219,Entire home/apt,Downtown/Civic Center,0,0.0,2,1.0,140.0
6115685,3990783,Entire home/apt,Bernal Heights,1,0.0,2,2.0,140.0
13882748,82169649,Entire home/apt,Downtown/Civic Center,3,4.0,2,0.0,139.0
7329206,5154177,Entire home/apt,Pacific Heights,5,5.0,2,1.0,135.0
16163100,105499086,Entire home/apt,Inner Sunset,7,5.0,4,1.0,125.0
14198641,10089140,Entire home/apt,Glen Park,2,0.0,2,2.0,130.0
210150,1036058,Entire home/apt,Castro/Upper Market,36,5.0,4,1.0,135.0
4669514,2819839,Entire home/apt,Inner Sunset,1,0.0,3,1.0,125.0
1783301,9360824,Entire home/apt,South of Market,27,5.0,2,1.0,127.0
11893938,5273555,Entire home/apt,Downtown/Civic Center,6,5.0,1,1.0,128.0
14969237,1362738,Entire home/apt,Mission,2,0.0,2,1.0,125.0
2242739,11431326,Entire home/apt,Bernal Heights,4,5.0,2,2.0,135.0
9597996,825290,Entire home/apt,Bernal Heights,3,4.5,2,1.0,135.0
17497608,624646,Entire home/apt,Mission,5,5.0,2,1.0,136.0
13762975,4095163,Entire home/apt,Bernal Heights,17,5.0,2,1.0,125.0
10814003,1019791,Entire home/apt,Potrero Hill,1,0.0,3,1.0,140.0
14874240,34799523,Entire home/apt,Bernal Heights,1,0.0,2,1.0,130.0
3904810,20222171,Entire home/apt,Haight Ashbury,41,5.0,2,1.0,135.0
2717307,13905393,Entire home/apt,Western Addition,25,5.0,3,1.0,129.0
12383404,864647,Entire home/apt,Noe Valley,14,5.0,2,1.0,121.0
284117,1479905,Entire home/apt,Noe Valley,146,4.5,2,1.0,130.0
14074818,1587835,Entire home/apt,Mission,3,5.0,4,2.0,122.0
10836765,4453819,Entire home/apt,Downtown/Civic Center,0,0.0,2,1.0,125.0
4121691,13672361,Entire home/apt,Parkside,25,5.0,2,1.0,125.0
727866,1743076,Entire home/apt,Outer Sunset,307,5.0,2,1.0,139.0
17283230,5473011,Entire home/apt,Outer Sunset,5,5.0,4,1.0,137.0
18592177,129104063,Entire home/apt,Castro/Upper Market,0,0.0,6,1.0,121.0
7228686,22464275,Entire home/apt,Glen Park,60,4.5,3,1.0,129.0
19230601,40336244,Entire home/apt,Parkside,1,0.0,3,1.0,125.0
1489501,6778904,Entire home/apt,Outer Sunset,136,4.5,3,1.0,135.0
14340124,87816334,Entire home/apt,Outer Sunset,83,5.0,4,1.0,120.0
12290613,57045955,Entire home/apt,Noe Valley,60,5.0,3,0.0,129.0
3290706,781710,Entire home/apt,Twin Peaks,64,5.0,2,1.0,121.0
13711290,23723104,Entire home/apt,Parkside,0,0.0,2,1.0,135.0
971449,39920,Entire home/apt,Inner Sunset,207,5.0,2,1.0,129.0
3611131,18196029,Entire home/apt,Western Addition,140,4.5,2,1.0,133.0
9752333,22498293,Entire home/apt,Noe Valley,137,5.0,2,0.0,135.0
19503477,6779774,Entire home/apt,Western Addition,0,0.0,2,0.0,139.0
17514599,35080523,Entire home/apt,Mission,2,0.0,3,1.0,140.0
8272458,19364894,Entire home/apt,Noe Valley,75,5.0,2,1.0,125.0
18037723,118412894,Entire home/apt,Western Addition,7,5.0,3,1.0,125.0
18198540,2792397,Entire home/apt,Castro/Upper Market,19,4.5,3,1.0,139.0
18562291,39482052,Entire home/apt,Financial District,8,4.0,2,0.0,135.0
18707082,107798988,Entire home/apt,Downtown/Civic Center,0,0.0,4,1.0,128.0
11927222,2199651,Entire home/apt,Haight Ashbury,0,0.0,2,1.0,125.0
10365512,17309843,Entire home/apt,Mission,0,0.0,2,1.0,125.0
17174288,4750245,Entire home/apt,Outer Sunset,4,5.0,4,1.0,125.0
14426027,21168331,Entire home/apt,Downtown/Civic Center,3,4.5,3,1.0,130.0
10749587,9485528,Entire home/apt,South of Market,0,0.0,4,1.0,133.0
8903641,62867,Entire home/apt,Bernal Heights,32,5.0,4,1.0,125.0
7241980,37638134,Entire home/apt,Downtown/Civic Center,9,5.0,2,0.0,140.0
15181185,3740783,Entire home/apt,Castro/Upper Market,6,4.5,2,1.0,125.0
6004953,28128931,Entire home/apt,Inner Sunset,15,4.0,3,1.0,129.0
1187425,3550067,Entire home/apt,Western Addition,2,0.0,4,1.0,135.0
2082751,375101,Entire home/apt,Western Addition,4,4.5,2,1.0,140.0
7679393,1526465,Entire home/apt,Noe Valley,9,5.0,4,1.0,140.0
14673134,39655178,Entire home/apt,Bernal Heights,16,5.0,2,0.0,125.0
4392795,9708817,Entire home/apt,Mission,49,4.5,4,1.0,139.0
7734079,6848474,Entire home/apt,Outer Mission,7,4.5,4,2.0,131.0
11852529,11645681,Entire home/apt,Mission,1,0.0,2,0.0,120.0
2161686,4049851,Entire home/apt,Outer Richmond,6,4.0,2,1.0,129.0
9953024,51147539,Entire home/apt,West of Twin Peaks,0,0.0,2,1.0,125.0
4890931,25164560,Entire home/apt,Outer Mission,21,4.5,2,0.0,135.0
2110575,10499605,Entire home/apt,Noe Valley,11,5.0,2,1.0,135.0
3636904,18342035,Entire home/apt,Mission,33,5.0,2,1.0,125.0
4040475,15795256,Entire home/apt,Downtown/Civic Center,19,4.5,2,0.0,125.0
15008570,94701452,Entire home/apt,Parkside,19,4.5,5,2.0,139.0
815123,1000809,Entire home/apt,Mission,8,5.0,1,1.0,130.0
18221524,5529529,Entire home/apt,Downtown/Civic Center,3,5.0,2,0.0,125.0
16220303,37929967,Entire home/apt,Mission,27,5.0,2,2.0,133.0
964751,674976,Entire home/apt,Inner Richmond,172,5.0,3,1.0,140.0
14116042,5176417,Entire home/apt,Bernal Heights,23,4.5,4,1.0,129.0
1428590,7682776,Entire home/apt,Twin Peaks,14,5.0,2,0.0,125.0
275464,1110789,Entire home/apt,Western Addition,77,4.5,6,1.0,135.0
6560870,28070005,Entire home/apt,Bernal Heights,75,5.0,2,1.0,130.0
7581918,39753874,Entire home/apt,West of Twin Peaks,89,4.5,3,1.0,140.0
14520477,89723114,Entire home/apt,Mission,22,5.0,2,1.0,139.0
8557304,13526095,Entire home/apt,Mission,64,4.5,4,1.0,135.0
2387702,926139,Entire home/apt,Inner Richmond,10,5.0,3,1.0,135.0
18397668,43231193,Entire home/apt,South of Market,1,0.0,4,2.0,135.0
11722263,38788552,Entire home/apt,West of Twin Peaks,6,5.0,5,2.0,140.0
10766080,12832831,Entire home/apt,Bernal Heights,95,4.5,4,2.0,135.0
17670655,445716,Entire home/apt,Glen Park,1,0.0,4,2.0,130.0
3009990,5870068,Entire home/apt,Parkside,9,4.0,4,2.0,140.0
11923264,315477,Entire home/apt,Bernal Heights,16,4.0,2,1.0,130.0
4615244,16277562,Entire home/apt,Ocean View,168,5.0,4,2.0,124.0
59344,284917,Entire home/apt,Noe Valley,206,5.0,2,1.0,135.0
2400409,6574716,Entire home/apt,Outer Mission,81,5.0,4,1.0,125.0
12311938,66403760,Entire home/apt,Potrero Hill,19,5.0,2,1.0,130.0
515430,2538784,Entire home/apt,Noe Valley,216,5.0,3,1.0,139.0
770991,258005,Entire home/apt,Noe Valley,112,5.0,2,1.0,129.0
19695487,36176159,Entire home/apt,Outer Sunset,0,0.0,2,0.0,120.0
18397813,10679521,Entire home/apt,Mission,1,0.0,6,2.0,125.0
8868599,46421311,Entire home/apt,Bayview,64,5.0,3,0.0,125.0
467507,2320888,Entire home/apt,Bernal Heights,137,5.0,2,1.0,135.0
1094481,5424774,Entire home/apt,Bernal Heights,152,5.0,3,1.0,125.0
7788844,8880019,Entire home/apt,Bayview,92,4.5,5,2.0,135.0
2356554,10436280,Entire home/apt,Bernal Heights,119,5.0,2,1.0,125.0
13349101,19204863,Entire home/apt,Outer Sunset,20,4.5,4,1.0,139.0
17483684,116440299,Entire home/apt,Downtown/Civic Center,1,0.0,2,1.0,129.0
8474183,26860112,Entire home/apt,Outer Mission,67,5.0,4,1.0,134.0
12974077,71405933,Entire home/apt,Western Addition,16,4.5,2,1.0,140.0
18585237,9772,Entire home/apt,Downtown/Civic Center,0,0.0,3,0.0,125.0
15051965,56666480,Entire home/apt,West of Twin Peaks,46,5.0,4,1.0,125.0
19273465,2902835,Entire home/apt,Excelsior,0,0.0,2,0.0,130.0
4614763,75978,Entire home/apt,Mission,196,5.0,5,1.0,125.0
3112427,15816020,Entire home/apt,Outer Sunset,78,5.0,2,0.0,125.0
17574753,6042485,Entire home/apt,Bernal Heights,5,5.0,4,1.0,135.0
12981814,47514427,Entire home/apt,Downtown/Civic Center,33,5.0,2,0.0,140.0
11842522,344875,Entire home/apt,Western Addition,7,5.0,4,1.0,139.0
7823272,41190422,Entire home/apt,Outer Richmond,64,5.0,4,1.0,140.0
17191322,106605249,Entire home/apt,Downtown/Civic Center,44,5.0,2,0.0,128.0
6245649,23982718,Entire home/apt,Outer Sunset,76,5.0,2,1.0,135.0
10943827,4925259,Entire home/apt,Glen Park,88,5.0,3,1.0,134.0
10989099,57430925,Entire home/apt,Inner Sunset,74,5.0,2,1.0,140.0
4257302,22092975,Entire home/apt,Western Addition,94,5.0,2,1.0,125.0
13769818,80788271,Entire home/apt,Castro/Upper Market,94,5.0,2,1.0,130.0
13747542,80517551,Entire home/apt,Outer Sunset,69,4.5,6,2.0,139.0
15073052,95340952,Entire home/apt,Outer Richmond,5,4.5,3,1.0,130.0
8410965,44306894,Entire home/apt,Marina,14,4.0,4,1.0,122.0
14969313,52250384,Entire home/apt,Russian Hill,1,0.0,1,0.0,122.0
1502017,8025508,Entire home/apt,Nob Hill,3,4.0,2,0.0,125.0
17770921,4052448,Entire home/apt,Pacific Heights,3,4.5,2,0.0,128.0
842254,1471373,Entire home/apt,Nob Hill,1,0.0,2,1.0,125.0
12249865,28696186,Entire home/apt,Nob Hill,0,0.0,2,0.0,127.0
2538348,6871992,Entire home/apt,Glen Park,2,0.0,2,1.0,125.0
5500218,8039302,Entire home/apt,Excelsior,35,4.5,5,2.0,129.0
6272183,32300861,Entire home/apt,Golden Gate Park,62,5.0,2,1.0,140.0
7035672,36886391,Entire home/apt,Parkside,56,5.0,2,0.0,139.0
19592343,90276289,Entire home/apt,Outer Richmond,1,0.0,6,2.0,129.0
13917436,7434440,Entire home/apt,Western Addition,3,5.0,5,2.0,130.0
1045685,5756037,Entire home/apt,Mission,29,4.5,5,3.0,125.0
7700393,32139448,Entire home/apt,Marina,58,4.5,2,1.0,140.0
10868024,33786695,Entire home/apt,Parkside,45,5.0,2,0.0,125.0
14252951,30270108,Entire home/apt,Seacliff,6,5.0,2,1.0,125.0
18042078,118412894,Entire home/apt,Western Addition,4,4.5,2,1.0,125.0
15822583,15836581,Entire home/apt,Lakeshore,17,4.5,6,1.0,129.0
6887043,5639050,Entire home/apt,Castro/Upper Market,3,5.0,2,1.0,125.0
14670900,28599640,Entire home/apt,Pacific Heights,3,4.0,2,1.0,139.0
16518454,79934972,Entire home/apt,Potrero Hill,6,5.0,2,1.0,125.0
5749181,29047273,Entire home/apt,Noe Valley,33,4.5,1,0.0,125.0
6155285,31931291,Entire home/apt,Nob Hill,7,4.5,3,1.0,133.0
14483948,6392096,Entire home/apt,Noe Valley,9,5.0,3,0.0,125.0
6423158,33511564,Entire home/apt,West of Twin Peaks,157,5.0,3,0.0,139.0
15830871,4365617,Entire home/apt,Bernal Heights,2,0.0,4,2.0,125.0
17271591,115416167,Entire home/apt,Russian Hill,3,4.5,4,1.0,140.0
4540731,2586392,Entire home/apt,Bernal Heights,11,5.0,6,2.0,125.0
13728328,45765498,Entire home/apt,Inner Richmond,1,0.0,2,1.0,140.0
720811,93873,Entire home/apt,Inner Richmond,140,5.0,2,1.0,129.0
2628247,7960314,Entire home/apt,Presidio Heights,217,4.5,2,1.0,139.0
18275922,20355347,Entire home/apt,Chinatown,6,5.0,2,0.0,125.0
16039976,3812152,Entire home/apt,Haight Ashbury,1,0.0,4,1.0,139.0
18241991,53888329,Entire home/apt,Financial District,1,0.0,2,1.0,130.0
4510968,23389678,Entire home/apt,Outer Mission,70,4.5,4,1.0,131.0
830330,4349750,Entire home/apt,Bernal Heights,72,4.5,4,1.0,135.0
233431,1221845,Entire home/apt,Outer Mission,115,5.0,4,1.0,130.0
11497890,60550654,Entire home/apt,Outer Sunset,0,0.0,2,0.0,130.0
18605336,129215094,Entire home/apt,Western Addition,11,4.5,2,1.0,140.0
18724546,2287865,Entire home/apt,Downtown/Civic Center,1,0.0,4,1.0,125.0
336133,1658540,Entire home/apt,Haight Ashbury,76,4.5,3,1.0,139.0
13559934,17042045,Entire home/apt,Downtown/Civic Center,30,4.5,2,1.0,135.0
9259176,40646107,Entire home/apt,Outer Mission,28,5.0,4,2.0,125.0
7417050,3672332,Entire home/apt,Western Addition,24,4.5,2,0.0,135.0
19428746,6465124,Entire home/apt,South of Market,2,0.0,2,0.0,123.0
423300,1776403,Entire home/apt,Mission,15,5.0,5,1.0,125.0
18376902,3070962,Entire home/apt,Western Addition,0,0.0,2,0.0,124.0
11525500,60770361,Entire home/apt,Outer Mission,35,5.0,2,0.0,125.0
1104378,6065334,Entire home/apt,South of Market,54,5.0,1,1.0,140.0
9970137,15830344,Entire home/apt,Crocker Amazon,0,0.0,4,2.0,125.0
17849606,4746956,Entire home/apt,Excelsior,15,5.0,4,2.0,130.0
2046807,8898672,Entire home/apt,Mission,81,4.5,2,0.0,129.0
16407735,4350837,Entire home/apt,Parkside,20,5.0,3,1.0,135.0
6902819,36176159,Entire home/apt,Outer Sunset,0,0.0,2,0.0,130.0
16585655,48537207,Entire home/apt,Western Addition,5,5.0,7,4.0,139.0
3230459,16402896,Entire home/apt,Noe Valley,64,4.5,2,0.0,139.0
1152027,1717531,Entire home/apt,Mission,87,4.5,6,2.0,122.0
13223141,7407016,Entire home/apt,Bernal Heights,61,5.0,2,1.0,125.0
17697735,4255783,Entire home/apt,Castro/Upper Market,2,0.0,2,1.0,120.0
191632,583207,Entire home/apt,Haight Ashbury,279,5.0,2,1.0,135.0
8195090,21815368,Entire home/apt,Noe Valley,94,5.0,2,0.0,135.0
6715383,10786181,Entire home/apt,Ocean View,26,5.0,4,1.0,125.0
13399004,3959832,Entire home/apt,Inner Richmond,1,0.0,2,1.0,130.0
431632,2146065,Entire home/apt,Outer Richmond,149,4.5,2,1.0,125.0
68454,339507,Entire home/apt,Castro/Upper Market,16,5.0,2,1.0,135.0
2356871,2253781,Entire home/apt,Twin Peaks,1,0.0,2,1.0,135.0
13263750,20850212,Entire home/apt,Pacific Heights,27,4.5,4,1.0,129.0
680288,3463569,Entire home/apt,Mission,186,5.0,2,1.0,140.0
11376272,6557968,Entire home/apt,Bernal Heights,2,0.0,3,2.0,130.0
12154878,65266850,Entire home/apt,Nob Hill,69,4.5,4,0.0,130.0
2003444,7300457,Entire home/apt,Lakeshore,0,0.0,2,2.0,121.0
66119,52862,Entire home/apt,Inner Richmond,87,4.0,3,0.0,125.0
8656123,21515191,Entire home/apt,Downtown/Civic Center,3,5.0,2,1.0,130.0
11377740,4348678,Entire home/apt,Western Addition,0,0.0,4,1.0,135.0
16941779,36752545,Entire home/apt,Noe Valley,42,5.0,2,1.0,130.0
2221057,11331176,Entire home/apt,Outer Sunset,43,5.0,4,2.0,135.0
1556680,8286990,Entire home/apt,Outer Richmond,216,4.5,8,2.0,135.0
4106442,21269104,Entire home/apt,Mission,99,5.0,4,1.0,135.0
1890853,705401,Entire home/apt,Mission,17,5.0,3,1.0,130.0
15215678,96675573,Entire home/apt,Bernal Heights,68,5.0,3,0.0,125.0
10517693,38351936,Entire home/apt,Noe Valley,96,5.0,2,0.0,125.0
19777168,139553832,Entire home/apt,Marina,0,0.0,2,1.0,130.0
4348890,554628,Entire home/apt,Ocean View,75,4.5,4,1.0,131.0
4958513,4470636,Entire home/apt,Marina,2,0.0,2,1.0,129.0
130665,643143,Entire home/apt,Bernal Heights,93,5.0,4,0.0,130.0
2274353,11611747,Entire home/apt,Outer Mission,144,4.5,4,2.0,137.0
13564766,70211768,Entire home/apt,Downtown/Civic Center,9,4.0,2,0.0,129.0
12325197,33689417,Entire home/apt,Western Addition,3,5.0,2,1.0,129.0
10878336,28968786,Entire home/apt,Marina,22,4.5,3,1.0,130.0
1487849,1590094,Entire home/apt,Bernal Heights,179,4.5,5,1.0,140.0
18708117,118412894,Entire home/apt,Western Addition,4,5.0,4,1.0,125.0
18036484,30799903,Entire home/apt,Downtown/Civic Center,5,5.0,3,0.0,122.0
19330345,1510937,Entire home/apt,Outer Sunset,0,0.0,2,1.0,121.0
13939132,23248434,Entire home/apt,Marina,16,5.0,2,1.0,125.0
15222764,1808237,Entire home/apt,Inner Sunset,1,0.0,2,1.0,130.0
77175,395569,Entire home/apt,Glen Park,197,5.0,2,1.0,131.0
13698932,189883,Entire home/apt,Downtown/Civic Center,3,4.5,2,1.0,130.0
11891378,29533605,Entire home/apt,Haight Ashbury,0,0.0,2,2.0,135.0
15792627,2555964,Entire home/apt,South of Market,0,0.0,2,1.0,127.0
11101987,35427233,Entire home/apt,Glen Park,42,5.0,2,0.0,125.0
6331695,14063841,Entire home/apt,Noe Valley,164,5.0,3,1.0,138.0
19366430,58497173,Entire home/apt,Excelsior,2,0.0,2,0.0,129.0
4663060,10924383,Entire home/apt,Noe Valley,157,5.0,4,1.0,135.0
19015884,35088058,Entire home/apt,Bernal Heights,8,5.0,2,1.0,140.0
13318584,75307977,Entire home/apt,Excelsior,75,5.0,3,1.0,130.0
13239943,20850212,Entire home/apt,Marina,47,4.5,4,1.0,131.0
9231212,1510178,Entire home/apt,Nob Hill,4,5.0,2,0.0,130.0
4022990,20850212,Entire home/apt,Marina,141,4.5,4,1.0,129.0
11563014,19513047,Entire home/apt,Bernal Heights,48,4.5,2,1.0,135.0
5242394,11997544,Entire home/apt,Potrero Hill,25,5.0,3,1.0,140.0
11064517,12270828,Entire home/apt,South of Market,4,4.0,2,1.0,129.0
9616042,27022605,Entire home/apt,Outer Richmond,7,5.0,2,1.0,139.0
1995316,10284322,Entire home/apt,Bernal Heights,153,5.0,2,1.0,130.0
11845487,6001829,Entire home/apt,Parkside,41,5.0,4,1.0,140.0
19386709,28513641,Entire home/apt,Western Addition,0,0.0,4,1.0,125.0
3479263,8753601,Entire home/apt,Downtown/Civic Center,27,4.5,2,1.0,125.0
6560014,2074347,Entire home/apt,Bernal Heights,15,5.0,2,1.0,129.0
4730653,6495911,Entire home/apt,Noe Valley,127,4.5,2,1.0,133.0
18738629,24340818,Entire home/apt,Mission,4,4.5,2,1.0,125.0
9119249,47514427,Entire home/apt,Downtown/Civic Center,16,5.0,2,1.0,140.0
18250909,23009880,Entire home/apt,Mission,7,5.0,4,0.0,140.0
1725853,9095946,Entire home/apt,Outer Sunset,278,5.0,4,1.0,135.0
365275,451471,Entire home/apt,Bernal Heights,172,4.5,3,0.0,125.0
16289487,20365159,Entire home/apt,South of Market,7,4.0,1,1.0,140.0
625935,1169300,Entire home/apt,Mission,154,5.0,2,0.0,140.0
18039559,118412894,Entire home/apt,Western Addition,1,0.0,3,1.0,125.0
14220594,86395058,Entire home/apt,Bayview,31,5.0,2,1.0,125.0
17907264,55460752,Entire home/apt,Glen Park,0,0.0,4,2.0,136.0
10321776,23723104,Entire home/apt,Parkside,97,5.0,4,1.0,125.0
17574138,119352312,Entire home/apt,Inner Sunset,0,0.0,6,3.0,125.0
348714,78610,Entire home/apt,Haight Ashbury,247,5.0,4,1.0,127.0
2518781,672097,Entire home/apt,Bernal Heights,214,5.0,2,1.0,129.0
15630209,89922939,Entire home/apt,Outer Mission,48,5.0,3,1.0,139.0
153237,736749,Entire home/apt,Western Addition,2,0.0,2,1.0,137.0
6336315,5836827,Entire home/apt,South of Market,4,5.0,2,1.0,139.0
18348703,272176,Entire home/apt,Castro/Upper Market,1,0.0,2,0.0,130.0
13175533,4857720,Entire home/apt,Outer Sunset,52,5.0,2,0.0,140.0
19475393,26932152,Entire home/apt,Nob Hill,1,0.0,2,0.0,135.0
5144482,8146166,Entire home/apt,West of Twin Peaks,144,5.0,2,1.0,120.0
1407881,1467308,Entire home/apt,Castro/Upper Market,178,5.0,2,0.0,140.0
16825473,13358652,Entire home/apt,Outer Richmond,10,5.0,2,1.0,138.0
5346803,105051,Entire home/apt,Western Addition,113,5.0,2,1.0,140.0
5548977,6076870,Entire home/apt,Outer Richmond,171,5.0,6,0.0,140.0
